Actual_r1,Predicted_r1,Actual_r2,Predicted_r2
0.5740313,0.33472514,-1.30103,-0.6561374
-0.13076828,-0.17600238,0.037426498,-0.042738337
-0.33724216,0.08295494,-0.4436975,-0.5892517
-0.6642079,-0.59607464,-0.16325404,-0.53197056
0.010723866,-0.34861293,-0.04575749,0.036374543
0.15350999,0.049668834,-0.61083394,-0.68030083
0.021189298,-0.11169128,-0.082232,-0.10922198
0.8808136,-0.26896656,-1.69897,-1.1040946
-1.5228788,-0.7650951,-0.060480747,0.08744913
-0.9913998,-0.5092888,-1.0,-0.9194086
-0.89279,-0.684327,-0.3990271,-0.6536594
-0.35654733,-0.42248565,-0.022276394,-0.17095739
0.004321374,-0.35931957,0.0,0.21122834
-0.5551748,-0.5388444,-1.1904403,-0.864716
-1.0,-0.94722277,0.14921911,0.32253286
-0.22184876,-0.013719812,-0.1674911,-0.5102639
-0.35654733,-0.39233905,-0.30103,-0.19374068
-0.4089354,-0.09583141,0.47712126,-0.08674051
0.38738984,0.15628405,-1.69897,-1.4215523
-0.38721615,0.15648548,-0.9586073,-0.4402642
-1.09691,-0.5302519,0.47683161,-0.2644372
-1.154902,-0.97618157,0.6434527,0.57287157
-0.22184876,0.18825157,-0.12784372,-0.54314965
-0.9586073,-0.36932856,-0.38721615,0.14462486
-0.21609642,-0.5323797,0.21748394,0.17559657
-0.27572414,-0.41453582,-1.0,-0.9538142
0.1271048,-0.23813173,-0.34678748,-0.3321594
0.19589965,-0.17418222,-0.8068754,-1.0287275
0.0,-0.27609307,0.0,0.20750126
-0.096910015,-0.67862296,-0.30103,-0.5659701
-0.79588,-0.5303487,-0.52287877,-0.4926264
-0.5086383,-0.34618887,-0.79588,-0.9197513
-0.7212464,0.097768426,0.5987905,-0.3425668
-0.008773924,-0.16096531,0.07188201,-0.059740767
-0.30980393,-0.97384024,0.31175387,-1.1482211
-0.20760831,0.031547144,0.05076631,-0.23266867
-0.43179828,-0.6058748,0.36921585,0.1339894
0.050379757,-0.20583573,0.0685569,-0.12524423
0.35793483,-0.39456517,-0.41228902,0.024355974
-0.21467017,-0.025166929,-0.060480747,-0.13410829
-0.59859943,-0.9220004,-0.87614834,-0.66291755
-0.7695511,-0.15216702,0.39269695,-0.41196337
-0.7399286,-0.79318464,-1.5228788,-0.63302034
-1.39794,-0.86726177,-0.5086383,-0.40984836
0.075546965,0.16539998,-0.56863624,-0.53331494
-0.1674911,-0.20215136,-0.2596373,-0.27608502
-1.30103,-0.834843,-0.21609642,0.28682873
0.10037055,0.09388231,-0.27901426,-0.3137565
-0.45593196,-0.04115656,-0.4436975,-0.17653713
-0.3767507,-0.7606831,0.6147918,0.37525615
0.004321374,-0.13947938,-0.3767507,-0.007684499
0.11058971,-0.11704889,-1.0,-1.3029946
0.9344984,0.27010065,-0.63827217,-0.5613022
-0.85387194,-0.45095164,-0.69897,-0.39980862
-0.7212464,-0.5570181,-0.49485,-0.36986545
-0.27736607,-0.34924036,-0.52287877,-0.3210782
-0.1674911,0.22722574,-1.39794,-0.8923271
-1.5228788,-1.0064523,-0.35654733,-0.57283944
-1.69897,-1.5207535,-0.4436975,-0.27142105
0.1398791,-0.14766735,-0.026872147,-0.087963626
0.15228835,0.2808398,-0.27572414,-0.48134294
0.04921802,0.15410002,-0.30103,-0.43019208
-0.04095861,-0.05097264,-0.013228266,-0.1868478
-0.08092191,-0.06761702,-0.33724216,-0.20796138
-1.2218487,-0.29742384,0.14612803,-0.7256698
-1.6575773,-2.074138,-0.4596705,-0.40433407
0.012837225,0.11936973,-0.39794,-0.41705546
-0.55284196,-0.2909407,0.10037055,0.010419082
-1.031517,-0.7931846,-0.31336373,-0.6330204
-0.33724216,-0.61557084,0.39967373,0.30721775
-1.0457575,-0.59023875,-0.09151498,0.1692133
-0.5850267,-0.30112803,-1.69897,-1.1400471
0.31175387,-1.2831308,-0.30980393,-1.0369794
0.27989498,-0.19282916,-0.11918641,-0.06924219
0.20951502,0.24433361,-0.15490197,-0.5185996
0.2329961,0.063736066,-0.88605666,-0.3795844
-0.7212464,-0.11537479,0.11394335,-0.34059766
0.4044916,-0.070870906,-0.77469075,-1.0502316
-0.34678748,-0.34127995,-0.42887372,-0.4322251
0.1430148,-0.043645114,-0.17392519,-0.18170266
-1.5228788,-0.8762454,0.10720997,0.2012178
-0.35654733,-0.33091486,-0.04095861,-0.5028628
-0.013228266,-0.6415796,0.5646661,-0.20256585
0.44247976,0.11779024,-1.69897,-0.75500655
-0.19382003,-0.13255961,-0.013228266,-0.18277195
-0.4202164,-0.43328458,-0.5850267,-0.5603064
-1.0,-0.61465937,0.64836,0.12775835
-0.17457388,0.038614243,-0.5426228,-0.9463723
-1.5850266,-1.6481322,0.5622929,0.49906448
-0.34678748,-0.49342,-0.6777807,-0.5210941
-0.67366415,-0.54576856,-0.536107,-0.012641724
-0.17979854,-0.061875418,0.24104816,-0.098288
-0.5606673,-0.65983903,0.32633585,0.21969035
-0.530178,-0.6158272,0.5438198,-0.29252848
-0.82390875,-0.5782924,-0.1611509,-0.27014416
-0.52287877,-0.43989152,-0.79588,-0.53373337
0.66370094,0.4056316,-0.79588,-1.160287
-1.0457575,-0.6973185,0.875929,0.31781605
-0.4621809,-0.8777015,0.14363924,0.16749385
-0.17392519,-0.21183126,-0.6777807,-0.599738
-0.19654289,0.0709243,-0.40230483,-0.40470618
-0.35654733,-0.4388392,-0.34678748,-0.1884923
-0.44009337,0.09590237,-0.07007044,-0.4843972
-1.4317982,-0.8791959,0.9344984,0.4886311
-0.39147398,-0.81058645,-0.20342566,-0.70847595
-0.60206,-1.5500534,-1.154902,-0.16072366
-0.105130345,-0.16945335,0.008600172,-0.034459677
-2.0,-1.3773545,-0.24412514,-0.24929987
-0.48148605,-0.7561104,-0.61978877,-0.9606579
-0.5243288,-0.49044722,-0.22112553,0.037160333
-0.5443939,-0.14096029,-1.09691,-1.0581952
0.1903317,0.08932981,-0.3635121,-0.4738023
0.9537597,0.6712564,-1.154902,-1.305809
-0.49485,-0.50136894,0.14612803,0.08189744
-1.09691,-1.303689,0.74981356,0.21064392
-1.09691,-1.0901285,0.8881795,0.51393104
